video_id;Comment;Type
barbara_gambatesa2;Sei storta e poi meglio di te si buttano…gli influenzer i nuovi scrocconi;flaming
barbara_gambatesa2;Ma la schiena non ti fa male?! ??????;denigration
barbara_gambatesa2;Stai dritta con quella schiena gallina;flaming
barbara_gambatesa2;Porella;denigration
barbara_gambatesa2;ma per piacere;denigration
barbara_gambatesa2;convinta;denigration
barbara_gambatesa2;pari na zingara;racism
barbara_gambatesa2;ma che è????;denigration
barbara_gambatesa2;povera me ??????;denigration
barbara_gambatesa2;che prototipo sarebbe;denigration
barbara_gambatesa2;ma chi so' sta' gente;denigration
barbara_gambatesa2;Ma chi e;denigration
barbara_gambatesa2;Ma chi è???????;denigration
barbara_gambatesa2;Ma solo io la vedo cretina???;flaming
barbara_gambatesa2;Una margherita please;denigration
barbara_gambatesa2;Il vestito ?? l’ha pagato;denigration
barbara_gambatesa2;Ah pensavo la pizzeria di Errico Porzio ????;denigration
barbara_gambatesa2;ma almeno lo hai pagato o hai fatto una collaborazione?;denigration
barbara_gambatesa2;Ha pure disattivato i commenti nel video di spiegazione..si vede che ha la coscienza sporca sennò avrebbe accettato le critiche..che persona vuota!;denigration
barbara_gambatesa2;Ma l’hai pagato oppure è collab?;denigration
barbara_gambatesa2;Almeno questo l’hai pagato ???;denigration
barbara_gambatesa2;Hai appena comprato il verificato vado da porzio e voglio essere offerta la pizza ????;denigration
barbara_gambatesa2;lovable!?) @Emily;none
barbara_gambatesa2;sei bellissima;none
barbara_gambatesa2;A chi è alta mt 1,40.....i vestiti lunghi non sono adatti??;denigration
barbara_gambatesa2;????????????;none
barbara_gambatesa2;Siamo in 2;none
barbara_gambatesa2;like wow!;none
barbara_gambatesa2;????????mbo....;none
barbara_gambatesa2;Fanatica ??;none
barbara_gambatesa2;??Diosa hermosa ??;none
barbara_gambatesa2;my love????;none
barbara_gambatesa2;@Vale??;none
barbara_gambatesa2;ma è del mestiere;none
barbara_gambatesa2;10 euro bastano;sexual
barbara_gambatesa2;????????????;none
barbara_gambatesa2;??Guapísima ??;none
barbara_gambatesa2;dici chr sono 17euro spesi bene ??????;none
barbara_gambatesa2;Wow !!! ??;none
barbara_gambatesa2;Ma è uguale a robberic;none
barbara_gambatesa2;How is u back??;none
barbara_gambatesa2;che non é vero;none
barbara_gambatesa2;@ale???? Benevento hahaha;none
barbara_gambatesa2;5€ e voglio in resto;sexual
barbara_gambatesa2;eres muy hermosa princesa;none
barbara_gambatesa2;Ma Benevento ??;none
barbara_gambatesa2;?? Divinaaa corazón ??;none
barbara_gambatesa2;ma è il corso di Benevento;none
barbara_gambatesa2;??????????;none
barbara_gambatesa2;??????????????;none
barbara_gambatesa2;muy bonita??;none
barbara_gambatesa2;????????;none
barbara_gambatesa2;belen e arrivata????????;denigration
barbara_gambatesa2;????????????????;none
barbara_gambatesa2;Hermosisima;none
barbara_gambatesa2;All body and beauty is not forever Enjoy now everything has its end;none
barbara_gambatesa2;???????? ?????;none
barbara_gambatesa2;????????;none
barbara_gambatesa2;bella ??????;none
barbara_gambatesa2;????;none
barbara_gambatesa2;??????;none
barbara_gambatesa2;????;none
barbara_gambatesa2;???????????????????????;none
barbara_gambatesa2;??;none
barbara_gambatesa2;Haahhha sto crepandooooo AHAHAH;none
barbara_gambatesa2;Gyattttt;sexual
barbara_gambatesa2;??????;none
barbara_gambatesa2;ricordatevi le parole di gue;none
barbara_gambatesa2;The ??;none
barbara_gambatesa2;????????;none
barbara_gambatesa2;?? San Diego CA;none
barbara_gambatesa2;ma chi e la ragazza;none
barbara_gambatesa2;pensavo fosse elena hazinah;none
barbara_gambatesa2;??;none
barbara_gambatesa2;??????;none
barbara_gambatesa2;BN capitale;none
barbara_gambatesa2;Stupenda;none
barbara_gambatesa2;Ma chi è ??;none
barbara_gambatesa2;@Ale14_ ma perché sta a Benevento HAAHAH;none
barbara_gambatesa2;@micx;none
barbara_gambatesa2;buen pastel;none
barbara_gambatesa2;io che non ho ancora capito cosa sia;none
barbara_gambatesa2;Benennent;none
barbara_gambatesa2;Jesus do céu ????????;none
barbara_gambatesa2;??????????;none
barbara_gambatesa2;@???????? solo a bn;none
barbara_gambatesa2;Ma cos’ha? ??;denigration
barbara_gambatesa2;@Gaia Ramerini dicci;none
barbara_gambatesa2;????????????????????????????;none
barbara_gambatesa2;Ma sei di Bn?? ci vivono i miei nonniiii;none
barbara_gambatesa2;Ma dove lo vedi;none
barbara_gambatesa2;Ah ma non è la Corrado???;none
barbara_gambatesa2;@Eljo??;none
barbara_gambatesa2;anche meno;none
barbara_gambatesa2;Marca del vestito?;none
barbara_gambatesa2;Ecco perché fai la differenza ??;none
barbara_gambatesa2;oddioo ma sei di bn;none
barbara_gambatesa2;oddio ma sei di Benevento;none
barbara_gambatesa2;??;none
barbara_gambatesa2;ma nn si stanca mai...;none
barbara_gambatesa2;??????;none
barbara_gambatesa2;????????;none
barbara_gambatesa2;????????;none
barbara_gambatesa2;??anke meno ....;none
barbara_gambatesa2;ma è benent;none
barbara_gambatesa2;??;none
barbara_gambatesa2;????;none
barbara_gambatesa2;??????????????;none
barbara_gambatesa2;vai bene come mocio;flaming
barbara_gambatesa2;ahahah;none
barbara_gambatesa2;???????????????????????????????????;none
barbara_gambatesa2;Si a me tu influenzi molto ??;none
barbara_gambatesa2;Aiuto;none
barbara_gambatesa2;Sarebbe???;none
barbara_gambatesa2;non hai il verificato;none
barbara_gambatesa2;??;denigration
barbara_gambatesa2;Ma chi si;denigration
barbara_gambatesa3;Influencer=fa vedere il culo enorme in ogni video;sexual
barbara_gambatesa3;Quanti p 0 l l i che danno visibilità a questa gente che va avanti solo grazie al lato B.. altrimenti niscun e sapess.. miss s e g h e t t a ra;sexual
barbara_gambatesa3;ma quindi questa è famosa xke fa vedere il culo e soffre d iperlordosi...cioè potevo fare soldi pure io! non c ho capito nulla della vita??;sexual
barbara_gambatesa3;bellissimo culo ma oltre nn hai ti sei classificata per quello che sei,una povera che pretende le pizza gratis;sexual
barbara_gambatesa3;#ininfluencer;denigration
barbara_gambatesa3;LORDOSI'S INFLUENCER;denigration
barbara_gambatesa3;grazie a errico porzio qualcuno ti conosce ????;denigration
barbara_gambatesa3;ma chi se chi ti conosce????? grande Enrico porzio????;denigration
barbara_gambatesa3;defollowatelaaaa con 1 contatto devi restare;flaming
barbara_gambatesa3;La pizza dovevano dargliela forte forte nel viso;flaming
barbara_gambatesa3;che morta di fame;flaming
barbara_gambatesa3;Che completa rita rda ta;flaming
barbara_gambatesa3;Ma questa chi é?;denigration
barbara_gambatesa3;Ma chi se la caga sta qua;denigration
barbara_gambatesa3;Influencer di sto cazzo!! Siete nessuno tutti voi, pezzenti!!! Andate a lavorare!!;flaming
barbara_gambatesa3;La grande e irreprensibile Barbara..;denigration
barbara_gambatesa3;STAI ANDANDO A LAVORO? SASERA CI SEI?;sexual
barbara_gambatesa3;Il conto signorina;denigration
barbara_gambatesa3;che ti porti a fare la borsa se poi non usi il portafoglio?;denigration
barbara_gambatesa3;Stasera pizza? Pago io dai …;denigration
barbara_gambatesa3;O vulev p senza nient o panzarottt;denigration
barbara_gambatesa3;E pizz s pavn Barbara!??????;denigration
barbara_gambatesa3;Sta 6 eur na pizz szzo;denigration
barbara_gambatesa3;le pizze si pagano???????? e poi non chiamarlo lavoro l'influencer per rispetto dei lavoratori;denigration
barbara_gambatesa3;Ca s magn e nun s pav!;denigration
barbara_gambatesa3;Ti faccio una recensione positiva.Mi puoi pagare il bollo alla macchina;denigration
barbara_gambatesa3;LA PIZZA SI PAGA! LA PROSSIMA VOLTA CHIAMA SE NON HAI I SOLDI PER FARLO! @Errico Porzio FOR PRESIDENT;denigration
barbara_gambatesa3;Enrico porzio “una ragazza che di certo non passa innoservata” io automaticamente che la cerco per curiosità e vedo lei .. bho ok fascino per maschiet;denigration
barbara_gambatesa3;"Sarebbe divertente un remix con lei e in sottofondo il tizio che fa ""Gennà a pizz non ta può magnà""??????";denigration
barbara_gambatesa3;E pur l’influencer s’adda sapé fa ????;denigration
barbara_gambatesa3;Hai preso troppo sul serio la frase “CCA S MANG E NUN S PAV”??????;denigration
barbara_gambatesa3;sta solamente avendo visibilità......;denigration
barbara_gambatesa3;A TIRCHIAAAAAAA;denigration
barbara_gambatesa3;Influencer????????hahahaha ma per carità;denigration
barbara_gambatesa3;"""Mi hanno chiesto una foto, ho pensato ad una collaborazione""Eh niente, fa già ridere così";denigration
barbara_gambatesa3;il lavoro........;denigration
barbara_gambatesa3;iesc a fatica';flaming
barbara_gambatesa3;Volevi mangiare gratis? ????;denigration
barbara_gambatesa3;quando nessuno ti chiama ti siedi e magn pav;denigration
barbara_gambatesa3;“Scusa ma il lavoro è lavoro, non sponsorizzo azienda a gratis”?????? ma chi sei per poterlo dirlo e fare?????????????;denigration
barbara_gambatesa3;e anche oggi, ci siamo inventati una collaborazione.;denigration
barbara_gambatesa3;ma,se il tuo lavoro,è fare collaborazioni con aziende o locali per far il valore del brand,hai partita Iva e emetti fattura? sennò è solo scrocco;denigration
barbara_gambatesa3;gambatesa ma braccino corto ??;denigration
barbara_gambatesa3;Quando ti incammini verso l’uscita della pizzeria e ti chiama @Errico Porzio per farti pagare il conto;denigration
barbara_gambatesa3;Stai andando a chiedere scusa a Enrico ?;denigration
barbara_gambatesa3;S accat a pizzeria e enrico porzio ?????????? e nu vulev caccia 10€ pa pizz ma tt appost nenne?;denigration
barbara_gambatesa3;I SOCIAL NON È IL MIO LAVORO (Barbara Gambatesa cit.)????????????;denigration
barbara_gambatesa3;vuoi fare l’influencer e poi disattivi i commenti ?? ma quanto sei il niente mischiato al nulla;denigration
barbara_gambatesa3;Ke poi prima fanno i belli la pizzeria se la “compra”gli leva le storie ?? e poi dice no ma io nn sono “così “prenditi le tue responsabilità buffona;denigration
barbara_gambatesa3;disattivare i commenti del video di Porzio fa capire quant na figur e merd si??;flaming
barbara_gambatesa3;Quando ti dirigi verso la pizzeria di porzio credendo di non pagare perché ti senti vip! Ma poi scopri di essere una illusa mentale?????? va pav oiiii;denigration
barbara_gambatesa3;Voleva mangiare nel ristorante di Porzio senza pagare voleva fare le storie, ma va a cagare va??;denigration
barbara_gambatesa3;quindi...?;none
barbara_gambatesa3;quindi?;none
barbara_gambatesa3;Ma chi è? Quella della pizza di porzio?;denigration
barbara_gambatesa3;outfit per andare in pizzeria da Porzio...??;denigration
barbara_gambatesa3;io che ho 1000 followe su tiktok e 4000 su instagram che mi tocca da mangiare ??;denigration
barbara_gambatesa3;ciao CR7;none
barbara_gambatesa3;Vieni a mangiare a casa mia che un piatto di minestra c’è sempre??;denigration
barbara_gambatesa3;????????;none
barbara_gambatesa3;Sei tu l’influencer?;denigration
barbara_gambatesa3;????????;none
barbara_gambatesa3;ah ok;none
barbara_gambatesa3;??;none
barbara_gambatesa3;??????????;none
barbara_gambatesa3;Sei tu la ragazza del video della terza LAUREA?;none
barbara_gambatesa3;??????;none
barbara_gambatesa3;Baci ?? da @Errico Porzio;denigration
barbara_gambatesa3;??????????????;none
barbara_gambatesa3;??????????;none
barbara_gambatesa3;????????;none
barbara_gambatesa3;Ok;none
barbara_gambatesa3;????;none
barbara_gambatesa4;zucculooooooooo;sexual
barbara_gambatesa4;e ma to puo purta sul e prsenz pkke c piac pur a iss a banan;sexual
barbara_gambatesa4;se ti pago la pizza te cosa mi fai...???;sexual
barbara_gambatesa4;il tuo latoB tanto vale 20 euro di pizza;sexual
barbara_gambatesa4;De follower Barbara Gambatesa;none
barbara_gambatesa4;La domanda è? Ma chi seiii???????? ????;denigration
barbara_gambatesa4;che ragazza seria ??;denigration
barbara_gambatesa4;TI SALUTA PORZIO????????;denigration
barbara_gambatesa4;pigliata di fame hai fatto una bella figura di lota;flaming
barbara_gambatesa4;BARBARA NON TI È ANDATA BENE DA PORZIO PROVA DA BRIATORE ????????????????;denigration
barbara_gambatesa4;"""Io che vado da Errico Porzio pensando di non pagare il conto"" (finito male)";denigration
barbara_gambatesa4;ne puzzat e famm pavall 20 Eur e cunt zozzosa che sei;denigration
barbara_gambatesa4;più che gambatesa,bracciocorto!la Ferragni dei poveri ??????;denigration
barbara_gambatesa4;Oh ma l abito l’hai pagato? Ahaha;denigration
barbara_gambatesa4;pav a ??;denigration
barbara_gambatesa4;tirchia;denigration
barbara_gambatesa4;Paga le pizze;denigration
barbara_gambatesa4;3 pizz 10 eur;denigration
barbara_gambatesa4;beautiful!?) @Sophia;none
barbara_gambatesa4;spettacolo puro ??;none
barbara_gambatesa4;??????????;none
barbara_gambatesa4;Yeah man you got it;none
